Text,label
Demonstrate the ability to communicate evidence for health professional audiences.,Apply
Demonstrate the ability to communicate information about a topic to readers/listeners who may have a limited background in the area.,Apply
Demonstrate the ability to communicate nutrition program design in written and oral formats.,Apply
Demonstrate the ability to communicate project outcomes and achievements effectively with stakeholders.,Apply
Demonstrate the ability to communicate to a multi-disciplinary team and target audience on technical and non-technical aspects.,Apply
"Demonstrate the ability to complete a written dissertation of 10-12,000 words for quantitative studies and up to 15,000 words for qualitative, including literature review and background information, methodology, results/findings, discussion, evaluation, recommendations and conclusions.",Apply
"demonstrate the ability to conduct and understand regression analyses, as well as interpret the findings and communicate their business value",Analyze
Demonstrate the ability to conduct computerized nutritional assessment.,Apply
demonstrate the ability to consume and synthesize the current empirical evidence on specific environmental problems/policies,Apply
Demonstrate the ability to contribute to scholarly debate in Urban Planning and Design;,Apply
demonstrate the ability to create differentiated curriculum for middle years learners,Apply
Demonstrate the ability to critically analyse and respond appropriately to a brief;,Analyze
Demonstrate the ability to critically analyse and successfully respond to the complex range of issues inherent in an architectural design project;,Analyze
Demonstrate the ability to critically analyse literary texts;,Analyze
Demonstrate the ability to critically assess aspects of architectural production;,Apply
Demonstrate the ability to critically assess child justice risks,Apply
Demonstrate the ability to critically assess criminal behaviour risks,Apply
Demonstrate the ability to critically assess offending and victimisation risks,Apply
Demonstrate the ability to critically evaluate research findings and how these fit with current knowledge,Apply
demonstrate the ability to deliver a professional presentation,Apply
"Demonstrate the ability to design innovative learning with children, their families and communities",Apply
"Demonstrate the ability to determine the nutritional status of individual, household and population via utilization of nutritional assessment and history taking skills.",Apply
Demonstrate the ability to develop approximate models of practical chemical engineering systems and solve problems based on them,Apply
"demonstrate the ability to direct one's professional development through self-evaluation and the setting of realistic plans for connection, communication, and community.",Apply
Demonstrate the ability to do a social network analysis.,Apply
Demonstrate the ability to effectively communicate their research findings both orally and in writing.,Create
"Demonstrate the ability to estimate the equipment costs for a process, the plant capital and operating costs, including a cash flow analysis and calculate the net present value of a project using discounted cash flow and determine its financial viability.",Apply
demonstrate the ability to evaluate the contributions and limitations of economic analysis for understanding and informing policy options.,Understand
"demonstrate the ability to evaluate, formulate, and articulate justifiable business strategies and tactics to address the impacts of market and regulatory changes arising from climate change in a summative assessment.",Apply
"Demonstrate the ability to execute laboratory experiments relevant to advanced medical microbiology, including culturing of micro-organism, microscopy and advanced diagnostic methods used to identify microbial pathogens;",Apply
"Demonstrate the ability to execute laboratory experiments relevant to advanced molecular microbiology, as well as analyse and report experimental results by formulating a scientific laboratory report and poster presentation.",Analyze
"Demonstrate the ability to execute pharmacological experiments to obtain, analyse and interpret data and present this in a written report;",Analyze
"Demonstrate the ability to execute pharmacological experiments to obtain, present and interpret data relating to mechanisms of drug action;",Apply
Demonstrate the ability to generate a studio methodology relevant to your practice;,Apply
demonstrate the ability to generate and analyse computer output,Analyze
demonstrate the ability to generate and analyse EViews computer output for business and economic applications.,Analyze
demonstrate the ability to generate and analyse EViews computer output.,Analyze
demonstrate the ability to generate and analyse statistical output for business and economic applications using an appropriate statistical software.,Analyze
Demonstrate the ability to identify and manage selected emergencies in a simulated setting,Apply
Demonstrate the ability to identify aquatic animals and plants from tropical Malaysian ecosystems;,Apply
Demonstrate the ability to identify plant species of agricultural importance;,Apply
"Demonstrate the ability to identify, define and make use of key terminology relevant to the theory, history, politics and practice of ESC rights as part of international human rights law.",Apply
"Demonstrate the ability to identify, define and make use of key terminology relevant to thetheory, history, politics and practice of international human rights law in relation to securing the rights of women.",Apply
"demonstrate the ability to independently and critically investigate both quantitative and qualitative banking and finance problems, applying and consolidating prior learning to propose solutions",Apply
Demonstrate the ability to integrate and apply theoretical knowledge and clinical skills to the assessment and management of patients with selected acute and chronic medical emergencies across the lifespan;,Apply
demonstrate the ability to integrate and evaluate that knowledge to create and implement appropriate business initiatives and responses.,Apply
demonstrate the ability to integrate management theory and specialist knowledge in the delivery of industry projects,Apply
Demonstrate the ability to integrate the theoretical knowledge and clinical skills to the assessment and management of patients with injury in real time simulation.,Apply
demonstrate the ability to learn through critical reflection on specific experiences of leadership,Apply
Demonstrate the ability to locate and extract scientific evidence on prescribed topics in nutrition.,Apply
demonstrate the ability to manage a consulting client relationship,Apply
demonstrate the ability to manage a consulting client relationship and provide a professional presentation and report that integrate academic learning and business outcomes.,Apply
"Demonstrate the ability to observe, document, analyse, assess and evaluate children's learning and reflect on curriculum effectiveness in your own practice",Analyze
"Demonstrate the ability to obtain, present and interpret data from pharmacological experiments;",Apply
"Demonstrate the ability to organise, plan and successfully execute laboratory experiments relevant to advanced molecular biology, as well as analyse and report the results in a meaningful way;",Analyze
Demonstrate the ability to participate and communicate effectively within a group.,Apply
"Demonstrate the ability to perform original, independent research;",Apply
"Demonstrate the ability to plan, design and implement a spatial data analysis project.",Apply
"Demonstrate the ability to plan, undertake and report on infrastructure projects at the level of an open enquiry within a mix of structured and self-determined guidelines.",Apply
Demonstrate the ability to produce an environmental improvement plan for a process and carry out a HAZOP of a part of a process and draw a fault-tree diagram.,Apply
demonstrate the ability to provide and prepare a report that integrates academic learning and live business issues,Apply
demonstrate the ability to provide and prepare a report that integrates academic learning and live business issues.,Apply
Demonstrate the ability to pursue higher studies in community based emergency health.,Apply
Demonstrate the ability to pursue higher studies in community-based emergency health.,Apply
Demonstrate the ability to recognise and appropriately address ethical issues generated in preparing for and participating in negotiation;,Apply
"demonstrate the ability to recognise and evaluate technological advances and changes in the economic, political, social and environmental context to the contemporary practice of marketing",Evaluate
"Demonstrate the ability to relate to other cultures, leading to a better understanding of their own culture, identity and values",Understand
"Demonstrate the ability to report on sport events and sport cultures in a clear, concise and factual manner using a variety of elements in a coherent package.",Apply
"demonstrate the ability to report, interpret and communicate effectively accounting advice and ideas, through written reports and oral presentations, at a level required for a career in accounting and business",Evaluate
Demonstrate the ability to research and understand planning principles and frameworks in Australia in a global context;,Apply
Demonstrate the ability to research and write from an informed position about the body in contemporary art.,Apply
"Demonstrate the ability to research, construct and deliver professional scientific evidence-based proposals, technical reports, articles and policy documents.",Apply
demonstrate the ability to select appropriate and culturally sensitive means of assessment for individuals of different ages and deficits or strengths,Apply
Demonstrate the ability to solve selected partial differential equations (one-dimensional and two-dimensional transport problems) by applying numerical methods such as finite element and finite difference,Apply
"Demonstrate the ability to source, critically evaluate and use scientific literature to address a defined pharmacological problem;",Apply
"Demonstrate the ability to source, evaluate and use information from a range of sources to critically analyse socially relevant drug controversies;",Analyze
"Demonstrate the ability to strategically respond to complex problems and develop appropriate planning responses, processes and outcomes;",Apply
Demonstrate the ability to successfully undertake individual and group work;,Apply
Demonstrate the ability to summarise and communicate evidence for professional audiences.,Create
demonstrate the ability to synthesise conclusions and communicate analysis in a concise business manner.,Apply
"Demonstrate the ability to think and act strategically: analyse a complex problem, decide the required outcomes, identify, analyse and evaluate alternative courses of action, and devise a plan to achieve the required outcomes.",Analyze
Demonstrate the ability to think creatively and communicate effectively in professional documentary formats that are appropriate for dispute resolution practice;,Create
Demonstrate the ability to think creatively and communicate effectively in professional formats that are appropriate for trial practice;,Create
Demonstrate the ability to transform real world problems into ones that can then be solved using data analytics techniques;,Apply
"Demonstrate the ability to transit from university to a professional engineering role, successfully completing job applications, interviews, career planning and performance management.",Apply
"Demonstrate the ability to undertake a comprehensive wound assessment, and to discuss wound characteristics and their relationship to type of dressing product selected;",Apply
Demonstrate the ability to undertake a level of complex analysis and respond appropriately to a brief;,Apply
Demonstrate the ability to undertake literature based research to collect and evaluate information relevant to current problems in biochemistry and molecular biology and to effectively communicate ideas in writing or orally.,Apply
"Demonstrate the ability to undertake literature based research to source and critically evaluate information relevant to current topics in pharmacology and to effectively communicate ideas in oral, visual or written forms.",Apply
demonstrate the ability to use reflective thinking to consolidate the development of employment skills through case-based projects,Apply
demonstrate the ability to use reflective thinking with respect to the development of employment skills,Apply
Demonstrate the ability to use the techniques for appropriate maintenance of infrastructure.,Apply
Demonstrate the ability to work both independently and as part of a team.,Apply
"Demonstrate the ability to work cooperatively in a small group writing, planning, editing and assembling a scientific book.",Apply
Demonstrate the ability to work effectively and responsibly using the scientific method.,Apply
Demonstrate the ability to work effectively as a member or leader in a diverse team.,Apply
Demonstrate the ability to work effectively as a part of a team.,Apply
"Demonstrate the ability to work effectively as a team, negotiating strategies to enable effective collaboration and task management.",Apply
"Demonstrate the ability to work effectively, either individually or in teams, to present a proposal and develop your leadership skills.",Apply
Demonstrate the ability to work efficiently and safely within a research laboratory environment;,Apply
Demonstrate the ability to work in a team to achieve a goal;,Apply
Demonstrate the ability to work in a team.,Apply
Demonstrate the ability to work individually and collaboratively.,Apply
Demonstrate the ability to work sensitively and inclusively in a community setting.,Apply
demonstrate the advanced theoretical and technical knowledge which are required to teach high quality class instrumental music teaching programs that link to the overarching school music program,Apply
"demonstrate the application of BIM tools and the BIM workflow for planning, construction and operation tasks in infrastructure projects",Apply
demonstrate the application of hedging techniques used in banks' treasury operations,Apply
"demonstrate the application of judgement, problem solving, critical thinking and analytical skills.",Apply
"demonstrate the application of knowledge and skills that forensic accountants and fraud examiners are expected to possess. These include: investigative techniques, knowledge of auditing, ethics, criminology, accounting, law, and information technology, and communication skills",Apply
demonstrate the application of knowledge and skills with high level personal autonomy and accountability.,Apply
Demonstrate the application of menu planning principles and modification to meet nutritional requirements.,Apply
Demonstrate the application of smart contracts in different disciplines,Apply
"Demonstrate the application of sustainable development, resource and energy efficiency concepts and principles to solve problems in existing and new process designs.",Apply
demonstrate the applications of analytical techniques in project management decision-making,Apply
Demonstrate the basic principles of toxicology and the behavioural mechanisms of various toxicants targeting different organ systems.,Apply
Demonstrate the capability to avoid IT systems failure using IT governance;,Apply
Demonstrate the capability to develop an appropriate type of IT strategy which is consistent with the corporate strategy of business organisations;,Apply
Demonstrate the capability to learn new technical skills in the laboratory and/or the field and use these proficiently and safely.,Apply
Demonstrate the capability to learn new technical skills within the research project ambit and use these proficiently and safely.,Apply
"Demonstrate the capability to project manage a real-time enterprise endeavour by developing clear communication, and team management skills supported by examples from actual business cases.",Apply
Demonstrate the capacity to apply basic professional standards to production and presentation of television news.,Apply
"demonstrate the capacity to assess children's mathematical thinking, and reliably record, report and respond to assessment information to advance their learning",Apply
Demonstrate the capacity to develop a coherent question or hypothesis which can guide an analysis of a specific corrections program or intervention.,Apply
"Demonstrate the capacity to interpret and evaluate important concepts, arguments and texts, as well as to put forward ideas and arguments of their own in a clear and cogent way",Apply
"Demonstrate the capacity to monitor, assess and interpret student learning in ways that acknowledge and engage with diversity using a variety of assessment methods, and modify teaching practices appropriately",Apply
demonstrate the capacity to organise a classroom activity and provide clear directions,Apply
demonstrate the capacity to organise classroom activities where learner's time is spent on learning tasks,Apply
Demonstrate the capacity to understand and make effective use of the literature on jurisprudence and law as it relates to journalism and the media more broadly.,Apply
"demonstrate the capacity to use curriculum, assessment and reporting knowledge to design learning sequences and lesson plans that are developmentally appropriate for primary years",Apply
"demonstrate the capacity to use tools, technologies, and processes for monitoring children's thinking and fostering their mathematical progress",Apply
"demonstrate the capacity to use tools, technologies, and processes for monitoring children's thinking and fostering their mathematical progress. ",Apply
"Demonstrate the capacity to work effectively as a member of a team through well-developed skills in job planning, time management, problem solving, critical thinking and the organisation of work;",Apply
"Demonstrate the capacity to work in small research groups, to solve problems and communicate science in both written and oral forms.",Apply
"Demonstrate the communication skills necessary to work effectively in a close, cooperative relationship with a supervisor;",Apply
"Demonstrate the communication skills necessary to work effectively in a close, cooperative relationship with a supervisor.",Apply
Demonstrate the concepts and dimensions of energy sustainability to the development of future sustainable energy technologies.,Apply
demonstrate the conceptual and practical skills in designing and analysing research,Apply
"Demonstrate the conceptual framework, research design and logic of your research process to sustain an exegetical or thesis elaboration of your research.",Apply
"Demonstrate the connection between properties of conducting, magnetic and porous materials and their inorganic structure;",Apply
demonstrate the connections between professional understandings of science practices and one's educational practices.,Understand
Demonstrate the connections between understandings of STEM practices and educational practices,Understand
"demonstrate the creativity, knowledge and skills required for an entrepreneurial mindset",Apply
Demonstrate the delivery of complex nursing care and apply appropriate principles of prioritising and time management according to the clinical setting,Apply
demonstrate the development of responsible international business citizenship characteristics in strategic business decisions,Apply
demonstrate the development of skills and knowledge related to the legal profession and applicable to other workplaces;,Apply
Demonstrate the development of skills and knowledge related to the legal profession and applicable to other workplaces.,Apply
Demonstrate the development of written and oral communication skills appropriate for third-year students.Themeslabel Pharmaceutical Science,Apply
demonstrate the documentation skills for professional group counselling,Apply
Demonstrate the effective communication of the outcomes in a written and verbal format and assess the work of others.,Apply
demonstrate the effective communication of the outcomes in a written and verbal format and assess the work of others.,Apply
Demonstrate the first stages of mastery in architectural design necessary for the completion of the Architecture Design Research Project;,Apply
"Demonstrate the following practical skills:  Deriving pharmacophore models and QSAR equations Carrying out molecular mechanics, quantum mechanics and docking experiments using modelling software Using modelling software to study molecular conformation and analyse drug-receptor interactions Investigating a research topic using literature sources Themeslabel Pharmaceutical Science",Apply
Demonstrate the foundation necessary to undertake further units in digital imaging with a view towards either specialisation or application of the media within other studio disciplines.,Apply
Demonstrate the impact of infectious diseases on the perioperative management of patients. ,Apply
demonstrate the impact of monetary and government policies on an open economy using the IS-LM model and AD-AS model,Apply
Demonstrate the impact of the history of web applications development on current web-technology;,Evaluate
"Demonstrate the importance and breadth of applications of graph theory in mathematics and the sciences, especially computer science;",Apply
"Demonstrate the importance and breadth of applications of graph theory in mathematics and the sciences, especially computer science.",Apply
"Demonstrate the in-depth knowledge of materials science fundamentals to choose, formulate, perform and interpret the results of a definite piece of work;",Apply
"Demonstrate the integration of theoretical knowledge of anatomy, physiology and ultrasound instrumentation in abdominal ultrasound scanning to a beginner sonographer level.",Apply
Demonstrate the intellectual and legal skills to interpret judicial decisions and legislation;,Apply
Demonstrate the intellectual and practical skills needed in the complex process of constitutional interpretation.,Apply
"Demonstrate the intellectual and practical skills needed to identify, research, evaluate and synthesise relevant factual, legal and policy issues and generate new ideas and options by preparing for and participating in role-playing simulations of international climate change negotiations.",Apply
"Demonstrate the intellectual and practical skills needed to identify, research, evaluate and synthesise relevant factual, legal and policy issues;",Apply
"Demonstrate the intellectual and practical skills needed to identify, research, evaluate and synthesise relevant factual, legal and policy issues.",Apply
demonstrate the intellectual and practical skills needed to interpret legal conclusions and professional decisions,Apply
Demonstrate the intellectual and practical skills needed to interpret legal conclusions and professional decisions ;,Apply
"Demonstrate the intellectual and practical skills needed to interpret legal conclusions and professional decisions, as well as to identify, research, evaluate and synthesise relevant factual, legal and policy issues",Apply
"Demonstrate the intellectual and practical skills needed to interpret legal conclusions and professional decisions, as well as to identify, research, evaluate and synthesise relevant factual, legal and policy issues.",Apply
"Demonstrate the intellectual and practical skills needed to interpret legal conclusions and professional decisions, including assessment of recent developments in tort law;",Apply
"demonstrate the intellectual and practical skills needed to interpret trust documents, legal conclusions and professional decisions as well as to identify, research, evaluate relevant factual, legal and policy issues.",Apply
"Demonstrate the intellectual and practical skills needed to justify and interpret theoretical propositions, legal conclusions and professional decisions, as well as to identify, research, evaluate and synthesise relevant factual, legal and policy issues;",Apply
"Demonstrate the intellectual and practical skills needed to justify and interpret theoretical propositions, legal methodologies, conclusions and professional decisions, as well as to identify, research, evaluate and synthesise relevant factual, legal and policy issues, including a demonstrated ability to locate, isolate and thoroughly understand appropriate materials such as cases, scholarship, uniform texts and other instruments for use in an international arbitral setting.",Apply
"Demonstrate the intellectual and practical skills needed to justify and interpret theoretical propositions, legal methodologies, conclusions and professional decisions, as well as to identify, research, evaluate and synthesise relevant factual, legal and policy issues, including a demonstrated ability to locate, isolate and thoroughly understand appropriate materials such as cases, scholarship, uniform texts and other instruments for use in the World Court in The Hague.",Apply
"Demonstrate the intellectual and practical skills needed to justify and interpret theoretical propositions, legal methodologies, conclusions and professional decisions, as well as to identify, research,evaluate and synthesise relevant factual, legal and policy issues;",Apply
"Demonstrate the intellectual and practical skills to justify and interpret theoretical propositions, legal methodologies, conclusions and professional decisions and develop new understandings;",Understand
demonstrate the knowledge and skill pertinent to the area of research undertaken,Apply
demonstrate the knowledge and skills required for an entrepreneurial mindset,Apply
Demonstrate the knowledge and skills required to resuscitate and stabilise a newborn infant;,Apply
"Demonstrate the knowledge, skills and attitudes of a professional engineer.",Apply
Demonstrate the limitations of the models of computation considered;,Apply
"demonstrate the link between environmental problems and the economic concepts of property rights, externalities and non-excludability",Apply
Demonstrate the molecular mechanisms of tissue injuries and repair processes,Apply
Demonstrate the planning and implementation of care for a patient experiencing a respiratory emergency and accurately document and communicate the care provided.,Apply
"Demonstrate the position of international law, in particular human rights law, on climate displacement and the rights of those affected;",Apply
Demonstrate the potential for advanced research in your field;,Apply
Demonstrate the potential to pursue higher studies and learning in their area of study. The specific learning outcomes will be in accordance with the objectives of the specific discipline.,Apply
Demonstrate the practical and theoretical skills underlying several major methods for conducting cognitive and perceptual psychological research,Apply
demonstrate the practical application of CBT techniques,Apply
"Demonstrate the practice of evidence-based nutrition, professionalism, teamwork and communication skills in the field.",Apply
Demonstrate the process of strategic mine planning and its impact on decision-making during project development through the use of fully coupled discounted cash flow models.,Apply
"Demonstrate the processes of paramedic assessment of the newborn immediately after childbirth in both, uncomplicated and emergency situations, and select appropriate patient management;",Apply
Demonstrate the resolution of competing needs during the development of a design proposal;,Apply
demonstrate the role of Human Resource Management in achieving organisational objectives,Apply
Demonstrate the role of reflective practice in a professional portfolio.,Apply
"Demonstrate the size and scope of data storage and data processing, and classify the basic technologies in use;",Apply
demonstrate the skills and competencies required to conduct both qualitative and quantitative marketing research,Apply
Demonstrate the skills and knowledge to effectively manage obstetric emergencies and provide advanced care for the pregnant patient presenting with physical trauma and/or a medical emergency;,Apply
Demonstrate the skills necessary to accurately interpret biochemical data;,Apply
demonstrate the skills necessary to select and critically appraise psychological interventions for improved wellbeing across the lifespan,Apply
demonstrate the skills required to analyse and interpret sample data,Analyze
"demonstrate the skills required to conduct, analyse, and interpret secondary data",Analyze
"Demonstrate the skills required to engage children with emotional, cognitive and behavioural needs in positive learning and developmental experiences",Apply
"Demonstrate the skills required with all processes involved in the design, development and implementation of a health science or public health research project;",Apply
Demonstrate the standard clinical approach and patient centred interview techniques;,Apply
"demonstrate the strategic use of each of the communication elements -- advertising, direct marketing, sales promotion and PR/publicity",Apply
Demonstrate the techniques applicable to the visual analysis of urban settings and their associated architecture;,Apply
Demonstrate the training and deployment of neural networks using a high level programming language.,Apply
Demonstrate the understanding of biochemical processes involved in the mechanisms of nutrition.,Understand
"Demonstrate the use and impact of multi-source data synchronisation, data caching and invalidation, and data consistency and integrity in mobile data management;",Apply
"Demonstrate the use and principles of orthotic fabrication using low temperature thermoplastic materials and justify design, manufacture and application of a specific orthosis.",Apply
Demonstrate the use of a particular model for deciding the most appropriate therapeutic medication for a particular condition,Apply
demonstrate the use of computer simulation to explore theoretical concepts.,Apply
Demonstrate the use of cryptographic techniques to preserve the security of information and evaluate its effectiveness;,Understand
"Demonstrate the use of mathematical and physical foundations of the continuum mechanicsof fluids, critically evaluate problems in advanced fluid dynamics and apply theory to analysethe problems.",Analyze
Demonstrate the use of molecular and traditional methods for detection and identification of microorganisms.,Apply
Demonstrate the use of power electronic converters in a wide range of applications including power systems and renewable energy grid integration.,Apply
Demonstrate the use of power electronic converters in a wide range of applications.,Apply
Demonstrate the use of software to create VR environments and AR objects,Apply
"Demonstrate the utility of digital spatial data handling for mapping and analysis from digital data, referring to themes in environmental science;",Apply
"Demonstrate the utility of digital spatial data handling for mapping and analysis from digital data, referring to themes in GIS;",Apply
demonstrate the value created by the marketing plan in relation to the achievement of marketing and organisational objectives,Apply
Demonstrate the various study skills and techniques necessary to successfully complete this unit and other Indigenous Studies units.,Apply
"Demonstrate their awareness of relevant methodologies, theoretical frameworks, and skills.",Apply
Demonstrate their capacity to report under pressure and in a timely fashion,Apply
"Demonstrate their comprehension of basic concepts related to linear transformations and vector spaces, including subspace, span, linear independence, basis, kernel and range;",Apply
Demonstrate their comprehension of the origin of field-based geological information presented in the literature;,Apply
Demonstrate theoretical and practical approaches to leadership within health services and the importance of clinical engagement.,Apply
"Demonstrate theoretical and practical knowledge of the various processing technologies that are used to transform raw materials into nutritious, safe and attractive food products;",Apply
Demonstrate theoretical and practical knowledge of the various ways that foods may be preserved including thermal and non-thermal processing;,Apply
"Demonstrate therapeutic and clinical communication skills in oral, written and electronic formats;",Apply
Demonstrate time management skills by meeting set deadlines and proactively negotiating adjustments to agreed timelines.,Apply
"Demonstrate under supervision, the care of people across the lifespan with mental health disorders.",Apply
"Demonstrate understand and describe the physical, environmental and structural properties and performance of common materials in relation to a detailed and integrated architectural assembly;",Apply
demonstrate understanding about how key regulators and business groups interpret and adopt global commercial regulations to suit local business practices,Understand
demonstrate understanding and critically analyse how society and schools understand and respond to individual differences to ensure inclusive education,Understand
demonstrate understanding of a range of communication skills required in educational and professional settings.,Understand
"Demonstrate understanding of a specialist application of interior architecture, with particular reference to relevant contemporary interior, environmental and architectural design and discourse; and the complexity of human needs that this interior architecture application addresses;",Understand
Demonstrate understanding of and commitment to network development and continued professional learning to improve HPE practice.,Understand
demonstrate understanding of assessment and reporting making consistent and comparable judgement on children's learning and achievements.,Understand
demonstrate understanding of assessment appropriate to integrated inquiry teaching and learning,Understand
"Demonstrate understanding of assessment strategies including informal and formal, diagnostic (including the use and analysis of multiple forms data), formative and summative approaches, as well as the principles of assessment moderation and its application to assessing student learning",Understand
"demonstrate understanding of Australian and Victorian mathematics curricula, including each mathematical proficiency: understanding, fluency, problem solving and reasoning",Understand
Demonstrate understanding of Australian laws that regulate surveillance and privacy by constructing creative responses to new situations.,Understand
"Demonstrate understanding of basic concepts in statistical inference, and in particular point and confidence estimation and hypothesis testing;",Understand
Demonstrate understanding of blockchain technology by responding to emerging legal and economic issues related to the use and application of blockchain in a range of contexts.,Understand
Demonstrate understanding of complexities in this field,Understand
demonstrate understanding of complexities in this field,Understand
"Demonstrate understanding of conservation issues in SE Asia, in particular with respect to human impacts;",Understand
"Demonstrate understanding of fundamental legal challenges created by the intersection ofethical, policy and governance mechanisms in the context of digital technology.",Understand
Demonstrate understanding of how policies and legislative requirements intersect and inform curriculum development learning and assessment,Understand
demonstrate understanding of how policies and legislative requirements intersect and inform curriculum development learning and assessment,Understand
Demonstrate understanding of how the variable nature of different legal systems andunderstandings of jurisdiction affects the application of laws and principles underpinning theprotection or limitation of human rights.,Understand
"Demonstrate understanding of integrative functions of all body systems in the processes and mechanisms of dietary intake, micronutrients metabolism and cellular consumption of dietary micronutrients.",Understand
"Demonstrate understanding of key curriculum practice relating to learning mathematically through play, games and resources for young learners",Understand
demonstrate understanding of key curriculum principles and mathematics concepts and proficiencies relating to children's mathematics and numeracy learning across the early years of schooling (F-3),Understand
"demonstrate understanding of key curriculum principles relating to the learning of mathematics through play, games and resources for young learners",Understand
Demonstrate understanding of key global determinants of health;,Understand
"Demonstrate understanding of key legal principles, concepts, institutions and processes in the context of digital technology and the law.",Understand
Demonstrate understanding of knowledge of the law of professional responsibility and the principles and values of justice and of ethical practice in lawyers' roles;,Understand
demonstrate understanding of language as a social and economic resource;,Understand
Demonstrate understanding of legal issues arising in the digital workplace by identifying and evaluating their impact on professional practice.,Understand
demonstrate understanding of legislative requirements and teaching strategies that support participation and learning of learners with a disability,Understand
Demonstrate understanding of legislative requirements and teaching strategies that support participation and learning of students with a disability,Understand
demonstrate understanding of local and global regulatory requirements,Understand
demonstrate understanding of principles of effective planning and reflect upon your own practice,Understand
Demonstrate understanding of principles of effective planning and reflect upon your own practice.,Understand
Demonstrate understanding of recent developments in online dispute resolution and the consideration of emerging issues in access to justice.,Understand
Demonstrate understanding of research ethics and of the ethics approval process at Monash UniversityThemeslabel Inquiry and Innovation,Understand
Demonstrate understanding of research ethics as encountered at their practice site and at Monash University by gaining appropriate ethics approval.,Understand
Demonstrate understanding of simple equipment design;,Understand
"Demonstrate understanding of the aetiology, consequences, and impact of disordered metabolic processes on nutritional homeostasis.",Understand
Demonstrate understanding of the changing role of professionals working in diverse legalsystems in a global and digital context.,Understand
"Demonstrate understanding of the complex interplay of political, economic, legal and socio-cultural frameworks in shaping contemporary health challenges and how they are responded to;",Understand
Demonstrate understanding of the concepts of Design Thinking and identification of actionable opportunities in developing projects;,Understand
Demonstrate understanding of the concepts of Design Thinking and their application;,Understand
Demonstrate understanding of the concepts of design thinking and their application;,Understand
"Demonstrate understanding of the concepts of limit, continuity, differentiable and integrable functions.",Understand
Demonstrate understanding of the conservation and management issues relating to aquatic ecosystems;,Understand
Demonstrate understanding of the difference between mathematics as a key learning area and numeracy as a general learning area,Understand
demonstrate understanding of the different compliance mechanisms that form part of international regulatory frameworks applicable to business operations,Understand
demonstrate understanding of the diversity of regulatory actors that shape the business and human rights agenda,Understand
Demonstrate understanding of the ethical responsibility and impact of humans on the Earth's resources;,Understand
Demonstrate understanding of the financial industry ombudsman system and its role in the mediation of banker-customer disputes.,Understand
"Demonstrate understanding of the fundamental concepts and policies underlying the Australian family law system, as well as the current challenges and debates surrounding Australian Family Law.",Understand
"Demonstrate understanding of the fundamental legal principles relating to the collection, useand disclosure of private and personal information in a digital context.",Understand
"Demonstrate understanding of the fundamental legal principles relating to the intersection of technology, justice and human rights law.",Understand
"Demonstrate understanding of the holistic integration of technical, aesthetic, and symbolic factors in your designs;",Understand
Demonstrate understanding of the impact of AI on law.,Understand
"Demonstrate understanding of the impact of culture, cultural identity and linguistic background on the education of students from Aboriginal and Torres Strait Islander backgrounds by developing culturally responsive curriculum practices.",Understand
demonstrate understanding of the impact of government policies as they pertain to the education of Indigenous peoples and the place of Indigenous Education in mainstream education systems,Understand
"Demonstrate understanding of the importance of weather, climate, geology, biogeography, nutrient cycles, community interactions, on the ecology of SE Asian plants and animals;",Understand
"Demonstrate understanding of the jurisprudence context to strategic litigation by identifying and articulating different views that exist, including across jurisdictions, on the role of courts in settling societal discussions.",Understand
demonstrate understanding of the key elements of the Australian legal system affecting business and the regulatory framework affecting corporations,Understand
"demonstrate understanding of the legal risks, compliance and social responsibility obligations faced by business enterprises arising from global environmental and sustainability challenges",Understand
"Demonstrate understanding of the legal technicalities that underpin strategic litigation, including the civil procedure aspects of same.",Understand
Demonstrate understanding of the methods and mindsets of design thinking and their application;,Understand
"Demonstrate understanding of the needs of special populations including people from non-English speaking backgrounds, refugees, homeless people;",Understand
"Demonstrate understanding of the operation and regulation of listed companies in Australia, and the principal requirements regarding fundraising, capital management, continuous disclosure, related party transactions and takeovers;",Understand
"Demonstrate understanding of the operation of the Australian banking system, as well as the general principles of law governing the Australian payments system and negotiable instruments.",Understand
"Demonstrate understanding of the potential role of a spatial designer, and build your own design practice;",Understand
Demonstrate understanding of the principles and objectives underlying the regulatory schemes that apply to our treatment of animals;,Understand
"demonstrate understanding of the processes, methods, and evaluative controls required to deliver industry projects",Understand
"Demonstrate understanding of the properties of common functions and their graphs, use composition of functions, and inverse functions; use trigonometric functions to model periodic behaviour.",Understand
"Demonstrate understanding of the range of digital mechanisms and practices that are used inAustralia and internationally, including data networks and systems, automated decision making,algorithms, machine learning, artificial intelligence and surveillance technologies.",Understand
"Demonstrate understanding of the relationship between jurisprudential models and ADR, as well as intercultural aspects of mediation by applying these independently in a range of relevant contexts.",Understand
"Demonstrate understanding of the relationship between jurisprudential models and ADR, as well as intercultural aspects of mediation.",Understand
Demonstrate understanding of the relationship between knowledge and power and its implications for world politics;,Understand
Demonstrate understanding of the relevance and value of genetics to human society;,Understand
"Demonstrate understanding of the research topic, critical engagement with relevant theoretical material, analysis of sources and or data through the completion of an extended research essay.",Understand
Demonstrate understanding of the risk-benefit aspects of drug use;,Understand
"Demonstrate understanding of the role of courts and lawyers under the rule of law and howthe execution of these roles may differ in the implementation of human rights law ininternational, regional and domestic contexts.",Understand
